Capture number,Delta E(J),Time (s),Ecart à la moyenne (J)
1,354.01323299999996,1.412,
2,354.07480000000004,1.412,
3,353.8533,1.412,
4,353.8829999999998,1.4129999999999994,
5,353.847,1.4120000000000008,
6,353.82399999999984,1.4120000000000026,
7,353.75099999999975,1.411999999999999,
8,353.991,1.411999999999999,
9,353.97600000000057,1.411999999999999,
10,354.19500000000016,1.411999999999999,
Average and ecart type,353.9408333,1.4121,0.1269019536494161
