"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.004033","3.003","3.026766e-06",""
"0.00025","0.004033","","6.053533e-06",""
"0.0005","0.004033","","9.080299e-06",""
"0.00075","0.004033","","1.210707e-05",""
"0.001","0.004033","3.002","1.513383e-05",""
"0.00125","0.004033","","1.81606e-05",""
"0.0015","0.004033","","2.118737e-05",""
"0.00175","0.004033","","2.421413e-05",""
"0.002","0.00407375","3.002","2.727148e-05",""
"0.00225","0.0041145","","3.035941e-05",""
"0.0025","0.00415525","","3.347793e-05",""
"0.00275","0.004196","","3.662703e-05",""
"0.003","0.004196","3.002","3.977612e-05",""
"0.00325","0.004196","","4.292522e-05",""
"0.0035","0.004196","","4.607432e-05",""
"0.00375","0.004196","","4.922342e-05",""
"0.004","0.00417575","3.002","5.235836e-05",""
"0.00425","0.0041555","","5.54781e-05",""
"0.0045","0.00413525","","5.858264e-05",""
"0.00475","0.004115","","6.167198e-05",""
"0.005","0.004115","3.003","6.476029e-05",""
"0.00525","0.004115","","6.784859e-05",""
"0.0055","0.004115","","7.09369e-05",""
"0.00575","0.004115","","7.402521e-05",""
"0.006","0.0040945","3.002","7.709813e-05",""
"0.00625","0.004074","","8.015567e-05",""
"0.0065","0.0040535","","8.319782e-05",""
"0.00675","0.004033","","8.622459e-05",""
"0.007","0.004033","3.002","8.925135e-05",""
"0.00725","0.004033","","9.227812e-05",""
"0.0075","0.004033","","9.530489e-05",""
"0.00775","0.004033","","9.833165e-05",""
"0.008","0.0040535","3.002","0.0001013738",""
"0.00825","0.004074","","0.0001044313",""
"0.0085","0.0040945","","0.0001075043",""
"0.00875","0.004115","","0.0001105926",""
"0.009","0.004115","3.002","0.0001136809",""
"0.00925","0.004115","","0.0001167692",""
"0.0095","0.004115","","0.0001198575",""
"0.00975","0.004115","","0.0001229458",""
"0.01","0.004115","3.002","0.0001260341",""
"0.01025","0.004115","","0.0001291224",""
"0.0105","0.004115","","0.0001322107",""
"0.01075","0.004115","","0.000135299",""
"0.011","0.004115","3.002","0.0001383873",""
"0.01125","0.004115","","0.0001414756",""
"0.0115","0.004115","","0.000144564",""
"0.01175","0.004115","","0.0001476523",""
"0.012","0.0040945","3.002","0.0001507252",""
"0.01225","0.004074","","0.0001537827",""
"0.0125","0.0040535","","0.0001568249",""
"0.01275","0.004033","","0.0001598516",""
"0.013","0.0040535","3.002","0.0001628938",""
"0.01325","0.004074","","0.0001659513",""
"0.0135","0.0040945","","0.0001690243",""
"0.01375","0.004115","","0.0001721126",""
"0.014","0.00413525","3.002","0.0001752161",""
"0.01425","0.0041555","","0.0001783348",""
"0.0145","0.00417575","","0.0001814687",""
"0.01475","0.004196","","0.0001846178",""
"0.015","0.004196","3.002","0.0001877669",""
"0.01525","0.004196","","0.000190916",""
"0.0155","0.004196","","0.0001940651",""
"0.01575","0.004196","","0.0001972142",""
"0.016","0.004196","3.002","0.0002003643",""
"0.01625","0.004196","","0.0002035145",""
"0.0165","0.004196","","0.0002066646",""
"0.01675","0.004196","","0.0002098147",""
"0.017","0.004196","3.003","0.0002129638",""
"0.01725","0.004196","","0.0002161129",""
"0.0175","0.004196","","0.000219262",""
"0.01775","0.004196","","0.0002224111",""
"0.018","0.00417575","3.002","0.000225545",""
"0.01825","0.0041555","","0.0002286637",""
"0.0185","0.00413525","","0.0002317672",""
"0.01875","0.004115","","0.0002348556",""
