Capture number,Delta E(J),Time (s),Ecart à la moyenne (J)
1,305.657273,1.154,
2,305.24139999999994,1.154,
3,305.03520000000015,1.1540000000000008,
4,304.9214999999999,1.154,
5,305.09000000000015,1.154,
6,304.9069999999999,1.154,
7,305.2080000000003,1.1550000000000011,
8,305.1949999999997,1.1540000000000017,
9,304.9559999999997,1.154,
10,305.06899999999996,1.154,
Average and ecart type,305.12803729999996,1.1541000000000003,0.20939974799798922
