"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010745","2.997","8.050691e-06",""
"0.00025","0.010745","","8.050691e-06",""
"0.0005","0.010745","","1.610138e-05",""
"0.00075","0.010745","","2.415207e-05",""
"0.001","0.010745","2.997","3.220276e-05",""
"0.00125","0.010745","","4.025346e-05",""
"0.0015","0.010745","","4.830415e-05",""
"0.00175","0.010745","","5.635484e-05",""
"0.002","0.010745","2.997","6.440553e-05",""
"0.00225","0.010704","","7.24255e-05",""
"0.0025","0.010663","","8.041475e-05",""
"0.00275","0.010622","","8.837329e-05",""
"0.003","0.010581","2.997","9.63011e-05",""
"0.00325","0.0106015","","0.0001042443",""
"0.0035","0.010622","","0.0001122028",""
"0.00375","0.0106425","","0.0001201767",""
"0.004","0.010663","2.997","0.000128166",""
"0.00425","0.010704","","0.0001361859",""
"0.0045","0.010745","","0.0001442366",""
"0.00475","0.010786","","0.000152318",""
"0.005","0.010827","2.997","0.0001604302",""
"0.00525","0.01066325","","0.0001684169",""
"0.0055","0.0104995","","0.0001762811",""
"0.00575","0.01033575","","0.0001840225",""
"0.006","0.010172","2.996","0.0001916414",""
"0.00625","0.009865","","0.0001990327",""
"0.0065","0.009558","","0.000206194",""
"0.00675","0.009251","","0.0002131254",""
"0.007","0.008944","2.997","0.0002198267",""
"0.00725","0.0089645","","0.0002265433",""
"0.0075","0.008985","","0.0002332753",""
"0.00775","0.0090055","","0.0002400227",""
"0.008","0.009026","2.997","0.0002467854",""
"0.00825","0.009292","","0.0002537474",""
"0.0085","0.009558","","0.0002609088",""
"0.00875","0.009824","","0.0002682694",""
"0.009","0.01009","2.997","0.0002758293",""
"0.00925","0.01009","","0.0002833868",""
"0.0095","0.01009","","0.0002909442",""
"0.00975","0.01009","","0.0002985016",""
"0.01","0.01009","2.996","0.000306059",""
"0.01025","0.01027425","","0.000313757",""
"0.0105","0.0104585","","0.000321593",""
"0.01075","0.01064275","","0.0003295671",""
"0.011","0.010827","2.997","0.0003376792",""
"0.01125","0.0108065","","0.000345776",""
"0.0115","0.010786","","0.0003538574",""
"0.01175","0.0107655","","0.0003619234",""
"0.012","0.010745","2.997","0.0003699741",""
"0.01225","0.0107245","","0.0003780068",""
"0.0125","0.010704","","0.0003860241",""
"0.01275","0.0106835","","0.000394026",""
"0.013","0.010663","2.996","0.0004020126",""
"0.01325","0.010704","","0.0004100326",""
"0.0135","0.010745","","0.0004180833",""
"0.01375","0.010786","","0.0004261647",""
"0.014","0.010827","2.997","0.0004342768",""
"0.01425","0.010827","","0.0004423889",""
"0.0145","0.010827","","0.0004505011",""
