"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010417","2.996","7.802333e-06",""
"0.00025","0.010417","","7.802333e-06",""
"0.0005","0.010417","","1.560467e-05",""
"0.00075","0.010417","","2.3407e-05",""
"0.001","0.010417","2.996","3.120933e-05",""
"0.00125","0.01002825","","3.8723e-05",""
"0.0015","0.0096395","","4.594539e-05",""
"0.00175","0.00925075","","5.287652e-05",""
"0.002","0.008862","2.997","5.951637e-05",""
"0.00225","0.0088415","","6.614087e-05",""
"0.0025","0.008821","","7.275e-05",""
"0.00275","0.0088005","","7.934377e-05",""
"0.003","0.00878","2.997","8.592219e-05",""
"0.00325","0.008821","","9.253132e-05",""
"0.0035","0.008862","","9.917118e-05",""
"0.00375","0.008903","","0.0001058417",""
"0.004","0.008944","2.997","0.000112543",""
"0.00425","0.00935325","","0.0001195486",""
"0.0045","0.0097625","","0.0001268607",""
"0.00475","0.01017175","","0.0001344794",""
"0.005","0.010581","2.996","0.0001424045",""
"0.00525","0.010581","","0.0001503324",""
"0.0055","0.010581","","0.0001582602",""
"0.00575","0.010581","","0.000166188",""
"0.006","0.010581","2.997","0.0001741158",""
"0.00625","0.01051975","","0.0001819977",""
"0.0065","0.0104585","","0.0001898338",""
"0.00675","0.01039725","","0.0001976239",""
"0.007","0.010336","2.997","0.0002053681",""
"0.00725","0.0103155","","0.000213097",""
"0.0075","0.010295","","0.0002208106",""
"0.00775","0.0102745","","0.0002285087",""
"0.008","0.010254","2.997","0.0002361915",""
"0.00825","0.0102745","","0.0002438871",""
"0.0085","0.010295","","0.0002515981",""
"0.00875","0.0103155","","0.0002593244",""
"0.009","0.010336","2.996","0.0002670661",""
"0.00925","0.01037675","","0.0002748383",""
"0.0095","0.0104175","","0.000282641",""
"0.00975","0.01045825","","0.0002904742",""
"0.01","0.010499","2.996","0.0002983379",""
"0.01025","0.0104785","","0.0003061863",""
"0.0105","0.010458","","0.0003140194",""
"0.01075","0.0104375","","0.0003218371",""
"0.011","0.010417","2.996","0.0003296394",""
"0.01125","0.0101305","","0.0003372297",""
"0.0115","0.009844","","0.0003446053",""
"0.01175","0.0095575","","0.0003517663",""
"0.012","0.009271","2.997","0.0003587126",""
"0.01225","0.00912775","","0.0003655492",""
"0.0125","0.0089845","","0.0003722786",""
"0.01275","0.00884125","","0.0003789007",""
"0.013","0.008698","2.996","0.0003854155",""
"0.01325","0.008739","","0.0003919632",""
"0.0135","0.00878","","0.0003985416",""
"0.01375","0.008821","","0.0004051508",""
"0.014","0.008862","2.997","0.0004117906",""
"0.01425","0.00921","","0.0004186889",""
"0.0145","0.009558","","0.0004258479",""
"0.01475","0.009906","","0.0004332674",""
"0.015","0.010254","2.996","0.0004409477",""
"0.01525","0.0102745","","0.0004486433",""
"0.0155","0.010295","","0.0004563543",""
"0.01575","0.0103155","","0.0004640806",""
"0.016","0.010336","2.996","0.0004718222",""
"0.01625","0.010336","","0.0004795665",""
"0.0165","0.010336","","0.0004873107",""
"0.01675","0.010336","","0.000495055",""
"0.017","0.010336","2.997","0.0005027992",""
"0.01725","0.010336","","0.0005105435",""
"0.0175","0.010336","","0.0005182877",""
"0.01775","0.010336","","0.000526032",""
"0.018","0.010336","2.997","0.0005337762",""
"0.01825","0.01037675","","0.000541551",""
"0.0185","0.0104175","","0.0005493563",""
"0.01875","0.01045825","","0.0005571921",""
"0.019","0.010499","2.997","0.0005650585",""
"0.01925","0.010499","","0.0005729249",""
"0.0195","0.010499","","0.0005807913",""
"0.01975","0.010499","","0.0005886576",""
"0.02","0.010499","2.997","0.000596524",""
"0.02025","0.01045825","","0.0006043573",""
"0.0205","0.0104175","","0.00061216",""
"0.02075","0.01037675","","0.0006199321",""
"0.021","0.010336","2.996","0.0006276738",""
"0.02125","0.01015175","","0.00063528",""
"0.0215","0.0099675","","0.0006427482",""
"0.02175","0.00978325","","0.0006500783",""
"0.022","0.009599","2.997","0.0006572703",""
"0.02225","0.00939425","","0.0006643066",""
"0.0225","0.0091895","","0.0006711895",""
"0.02275","0.00898475","","0.0006779191",""
"0.023","0.00878","2.996","0.0006844953",""
"0.02325","0.0088005","","0.0006910869",""
"0.0235","0.008821","","0.0006976938",""
"0.02375","0.0088415","","0.0007043161",""
"0.024","0.008862","2.996","0.0007109538",""
