"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010417","2.997","7.804937e-06","0\x0a"
"0.00025","0.0107445","","1.585525e-05",""
"0.0005","0.011072","","2.415095e-05",""
"0.00075","0.0113995","","3.269203e-05",""
"0.001","0.011727","2.997","4.147848e-05",""
"0.00125","0.011727","","5.0262e-05",""
"0.0015","0.011727","","5.904553e-05",""
"0.00175","0.011727","","6.782905e-05",""
"0.002","0.011727","2.996","7.661257e-05",""
"0.00225","0.011809","","8.545751e-05",""
"0.0025","0.011891","","9.436387e-05",""
"0.00275","0.011973","","0.0001033316",""
"0.003","0.012055","2.996","0.0001123608",""
"0.00325","0.01215725","","0.0001214697",""
"0.0035","0.0122595","","0.0001306551",""
"0.00375","0.01236175","","0.0001399171",""
"0.004","0.012464","2.997","0.0001492558",""
"0.00425","0.01252525","","0.0001586403",""
"0.0045","0.0125865","","0.0001680708",""
"0.00475","0.01264775","","0.0001775471",""
"0.005","0.012709","2.997","0.0001870693",""
"0.00525","0.01232025","","0.0001963003",""
"0.0055","0.0119315","","0.0002052399",""
"0.00575","0.01154275","","0.0002138883",""
"0.006","0.011154","2.997","0.0002222455",""
"0.00625","0.010847","","0.0002303726",""
"0.0065","0.01054","","0.0002382697",""
"0.00675","0.010233","","0.0002459368",""
"0.007","0.009926","2.997","0.0002533738",""
"0.00725","0.0099465","","0.0002608262",""
"0.0075","0.009967","","0.000268294",""
"0.00775","0.0099875","","0.0002757771",""
"0.008","0.010008","2.997","0.0002832756",""
"0.00825","0.010274","","0.0002909734",""
"0.0085","0.01054","","0.0002988705",""
"0.00875","0.010806","","0.0003069669",""
"0.009","0.011072","2.997","0.0003152626",""
"0.00925","0.0111745","","0.0003236351",""
"0.0095","0.011277","","0.0003320844",""
"0.00975","0.0113795","","0.0003406105",""
"0.01","0.011482","2.997","0.0003492134",""
"0.01025","0.011482","","0.0003578163",""
"0.0105","0.011482","","0.0003664192",""
"0.01075","0.011482","","0.000375022",""
"0.011","0.011482","2.997","0.0003836249",""
"0.01125","0.01150225","","0.000392243",""
"0.0115","0.0115225","","0.0004008762",""
"0.01175","0.01154275","","0.0004095246",""
"0.012","0.011563","2.997","0.0004181882",""
"0.01225","0.0115835","","0.0004268643",""
"0.0125","0.011604","","0.0004355556",""
"0.01275","0.0116245","","0.0004442624",""
"0.013","0.011645","2.996","0.0004529845",""
"0.01325","0.011645","","0.0004617095",""
"0.0135","0.011645","","0.0004704345",""
"0.01375","0.011645","","0.0004791596",""
"0.014","0.011645","2.997","0.0004878846",""
"0.01425","0.0116245","","0.0004965942",""
"0.0145","0.011604","","0.0005052885",""
"0.01475","0.0115835","","0.0005139675",""
"0.015","0.011563","2.997","0.000522631",""
"0.01525","0.01148125","","0.0005312334",""
"0.0155","0.0113995","","0.0005397744",""
"0.01575","0.01131775","","0.0005482543",""
"0.016","0.011236","2.997","0.0005566728",""
"0.01625","0.0109085","","0.000564846",""
"0.0165","0.010581","","0.0005727738",""
"0.01675","0.0102535","","0.0005804563",""
"0.017","0.009926","2.997","0.0005878933",""
"0.01725","0.0099465","","0.0005953433",""
"0.0175","0.009967","","0.0006028085",""
"0.01775","0.0099875","","0.0006102892",""
"0.018","0.010008","2.996","0.0006177852",""
"0.01825","0.01017175","","0.0006254038",""
"0.0185","0.0103355","","0.0006331451",""
"0.01875","0.01049925","","0.000641009",""
"0.019","0.010663","2.996","0.0006489956",""
"0.01925","0.01086775","","0.0006571383",""
"0.0195","0.0110725","","0.0006654344",""
"0.01975","0.01127725","","0.0006738838",""
"0.02","0.011482","2.997","0.0006824867",""
"0.02025","0.01150225","","0.0006911019",""
