"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010008","2.997","7.498494e-06",""
"0.00025","0.010008","","7.498494e-06",""
"0.0005","0.010008","","1.499699e-05",""
"0.00075","0.010008","","2.249548e-05",""
"0.001","0.010008","2.997","2.999398e-05",""
"0.00125","0.010049","","3.752319e-05",""
"0.0015","0.01009","","4.508312e-05",""
"0.00175","0.010131","","5.267377e-05",""
"0.002","0.010172","2.997","6.029514e-05",""
"0.00225","0.010213","","6.794723e-05",""
"0.0025","0.010254","","7.563004e-05",""
"0.00275","0.010295","","8.334357e-05",""
"0.003","0.010336","2.997","9.108782e-05",""
"0.00325","0.0102745","","9.878342e-05",""
"0.0035","0.010213","","0.000106433",""
"0.00375","0.0101515","","0.0001140364",""
"0.004","0.01009","2.996","0.0001215938",""
"0.00425","0.01009","","0.0001291538",""
"0.0045","0.01009","","0.0001367137",""
"0.00475","0.01009","","0.0001442736",""
"0.005","0.01009","2.997","0.0001518336",""
"0.00525","0.009783","","0.000159161",""
"0.0055","0.009476","","0.0001662586",""
"0.00575","0.009169","","0.0001731261",""
"0.006","0.008862","2.996","0.0001797638",""
"0.00625","0.00880075","","0.0001863577",""
"0.0065","0.0087395","","0.0001929058",""
"0.00675","0.00867825","","0.000199408",""
"0.007","0.008617","2.997","0.0002058643",""
"0.00725","0.00863725","","0.0002123336",""
"0.0075","0.0086575","","0.000218818",""
"0.00775","0.00867775","","0.0002253177",""
"0.008","0.008698","2.996","0.0002318325",""
"0.00825","0.009046","","0.0002386102",""
"0.0085","0.009394","","0.0002456487",""
"0.00875","0.009742","","0.0002529478",""
"0.009","0.01009","2.997","0.0002605078",""
"0.00925","0.01009","","0.0002680677",""
"0.0095","0.01009","","0.0002756276",""
"0.00975","0.01009","","0.0002831876",""
"0.01","0.01009","2.997","0.0002907475",""
"0.01025","0.0101515","","0.0002983535",""
"0.0105","0.010213","","0.0003060056",""
"0.01075","0.0102745","","0.0003137038",""
"0.011","0.010336","2.997","0.000321448",""
"0.01125","0.010336","","0.0003291923",""
"0.0115","0.010336","","0.0003369365",""
"0.01175","0.010336","","0.0003446808",""
"0.012","0.010336","2.997","0.000352425",""
"0.01225","0.010295","","0.0003601386",""
"0.0125","0.010254","","0.0003678214",""
"0.01275","0.010213","","0.0003754735",""
"0.013","0.010172","2.997","0.0003830948",""
"0.01325","0.010172","","0.0003907162",""
"0.0135","0.010172","","0.0003983376",""
"0.01375","0.010172","","0.0004059589",""
"0.014","0.010172","2.997","0.0004135803",""
"0.01425","0.0101515","","0.0004211838",""
"0.0145","0.010131","","0.0004287719",""
"0.01475","0.0101105","","0.0004363447",""
"0.015","0.01009","2.996","0.0004439021",""
"0.01525","0.00992625","","0.0004513393",""
"0.0155","0.0097625","","0.0004586539",""
"0.01575","0.00959875","","0.0004658457",""
"0.016","0.009435","2.997","0.0004729149",""
"0.01625","0.00925075","","0.000479846",""
"0.0165","0.0090665","","0.0004866391",""
"0.01675","0.00888225","","0.0004932941",""
"0.017","0.008698","2.997","0.0004998111",""
"0.01725","0.00865725","","0.0005062976",""
"0.0175","0.0086165","","0.0005127535",""
"0.01775","0.00857575","","0.0005191788",""
"0.018","0.008535","2.997","0.0005255737",""
"0.01825","0.008842","","0.0005321986",""
"0.0185","0.009149","","0.0005390535",""
"0.01875","0.009456","","0.0005461384",""
"0.019","0.009763","2.997","0.0005534533",""
"0.01925","0.00990625","","0.0005608755",""
"0.0195","0.0100495","","0.0005684051",""
"0.01975","0.01019275","","0.000576042",""
"0.02","0.010336","2.997","0.0005837863",""
"0.02025","0.01035625","","0.0005915431",""
"0.0205","0.0103765","","0.0005993151",""
"0.02075","0.01039675","","0.0006071023",""
"0.021","0.010417","2.996","0.0006149046",""
"0.02125","0.01035575","","0.0006226611",""
"0.0215","0.0102945","","0.0006303717",""
"0.02175","0.01023325","","0.0006380364",""
"0.022","0.010172","2.996","0.0006456552",""
"0.02225","0.0101515","","0.0006532587",""
"0.0225","0.010131","","0.0006608468",""
"0.02275","0.0101105","","0.0006684196",""
"0.023","0.01009","2.996","0.000675977",""
"0.02325","0.010131","","0.0006835651",""
"0.0235","0.010172","","0.0006911839",""
"0.02375","0.010213","","0.0006988334",""
"0.024","0.010254","2.996","0.0007065137",""
"0.02425","0.01013125","","0.0007141045",""
"0.0245","0.0100085","","0.0007216034",""
"0.02475","0.00988575","","0.0007290103",""
"0.025","0.009763","2.997","0.0007363252",""
"0.02525","0.0094765","","0.0007434255",""
"0.0255","0.00919","","0.0007503111",""
"0.02575","0.0089035","","0.000756982",""
"0.026","0.008617","2.997","0.0007634383",""
"0.02625","0.008617","","0.0007698946",""
"0.0265","0.008617","","0.0007763509",""
"0.02675","0.008617","","0.0007828072",""
"0.027","0.008617","2.997","0.0007892635",""
"0.02725","0.008617","","0.0007957176",""
"0.0275","0.008617","","0.0008021718",""
"0.02775","0.008617","","0.0008086259",""
"0.028","0.008617","2.996","0.00081508",""
"0.02825","0.0088215","","0.0008216895",""
"0.0285","0.009026","","0.0008284523",""
"0.02875","0.0092305","","0.0008353682",""
"0.029","0.009435","2.997","0.0008424374",""
"0.02925","0.00966025","","0.0008496753",""
"0.0295","0.0098855","","0.000857082",""
"0.02975","0.01011075","","0.0008646575",""
"0.03","0.010336","2.997","0.0008724018",""
"0.03025","0.0103155","","0.0008801281",""
"0.0305","0.010295","","0.000887839",""
"0.03075","0.0102745","","0.0008955346",""
"0.031","0.010254","2.996","0.0009032149",""
"0.03125","0.0102335","","0.0009108823",""
"0.0315","0.010213","","0.0009185344",""
"0.03175","0.0101925","","0.0009261711",""
"0.032","0.010172","2.997","0.0009337925",""
"0.03225","0.010172","","0.0009414139",""
"0.0325","0.010172","","0.0009490353",""
"0.03275","0.010172","","0.0009566566",""
"0.033","0.010172","2.997","0.000964278",""
"0.03325","0.0101925","","0.0009719147",""
"0.0335","0.010213","","0.0009795668",""
"0.03375","0.0102335","","0.0009872343",""
"0.034","0.010254","2.997","0.0009949171",""
"0.03425","0.010213","","0.001002569",""
"0.0345","0.010172","","0.001010191",""
"0.03475","0.010131","","0.001017781",""
"0.035","0.01009","2.997","0.001025341",""
"0.03525","0.00970125","","0.001032607",""
"0.0355","0.0093125","","0.001039582",""
"0.03575","0.00892375","","0.001046266",""
"0.036","0.008535","2.996","0.001052659",""
"0.03625","0.0085145","","0.001059036",""
"0.0365","0.008494","","0.001065398",""
"0.03675","0.0084735","","0.001071745",""
"0.037","0.008453","2.996","0.001078076",""
"0.03725","0.008678","","0.001084578",""
"0.0375","0.008903","","0.001091249",""
"0.03775","0.009128","","0.001098088",""
"0.038","0.009353","2.997","0.001105096",""
"0.03825","0.009353","","0.001112104",""
"0.0385","0.009353","","0.001119111",""
"0.03875","0.009353","","0.001126119",""
"0.039","0.009353","2.997","0.001133127",""
"0.03925","0.00957825","","0.001140301",""
"0.0395","0.0098035","","0.001147644",""
"0.03975","0.01002875","","0.001155155",""
"0.04","0.010254","2.996","0.001162835",""
"0.04025","0.010254","","0.001170518",""
"0.0405","0.010254","","0.001178201",""
"0.04075","0.010254","","0.001185884",""
"0.041","0.010254","2.997","0.001193567",""
"0.04125","0.0102335","","0.001201234",""
"0.0415","0.010213","","0.001208886",""
"0.04175","0.0101925","","0.001216523",""
"0.042","0.010172","2.997","0.001224144",""
"0.04225","0.010172","","0.001231766",""
"0.0425","0.010172","","0.001239387",""
"0.04275","0.010172","","0.001247008",""
"0.043","0.010172","2.997","0.00125463",""
"0.04325","0.0101925","","0.001262267",""
"0.0435","0.010213","","0.001269919",""
"0.04375","0.0102335","","0.001277586",""
"0.044","0.010254","2.997","0.001285269",""
"0.04425","0.0102335","","0.001292936",""
"0.0445","0.010213","","0.001300588",""
"0.04475","0.0101925","","0.001308225",""
"0.045","0.010172","2.997","0.001315847",""
"0.04525","0.00978325","","0.001323177",""
"0.0455","0.0093945","","0.001330215",""
"0.04575","0.00900575","","0.001336963",""
"0.046","0.008617","2.997","0.001343419",""
"0.04625","0.00863725","","0.001349889",""
"0.0465","0.0086575","","0.001356373",""
"0.04675","0.00867775","","0.001362873",""
"0.047","0.008698","2.996","0.001369388",""
"0.04725","0.0088005","","0.001375979",""
"0.0475","0.008903","","0.001382647",""
"0.04775","0.0090055","","0.001389393",""
"0.048","0.009108","2.996","0.001396214",""
"0.04825","0.0093945","","0.001403251",""
"0.0485","0.009681","","0.001410502",""
"0.04875","0.0099675","","0.001417968",""
"0.049","0.010254","2.996","0.001425648",""
"0.04925","0.010254","","0.001433331",""
"0.0495","0.010254","","0.001441014",""
"0.04975","0.010254","","0.001448696",""
"0.05","0.010254","2.997","0.001456379",""
"0.05025","0.0102335","","0.001464044",""
"0.0505","0.010213","","0.001471694",""
"0.05075","0.0101925","","0.001479328",""
"0.051","0.010172","2.996","0.001486947",""
"0.05125","0.010172","","0.001494568",""
"0.0515","0.010172","","0.001502189",""
"0.05175","0.010172","","0.001509811",""
"0.052","0.010172","2.997","0.001517432",""
"0.05225","0.010213","","0.001525084",""
"0.0525","0.010254","","0.001532767",""
"0.05275","0.010295","","0.00154048",""
"0.053","0.010336","2.997","0.001548225",""
"0.05325","0.0103155","","0.001555954",""
"0.0535","0.010295","","0.001563667",""
"0.05375","0.0102745","","0.001571365",""
"0.054","0.010254","2.997","0.001579048",""
"0.05425","0.010213","","0.0015867",""
"0.0545","0.010172","","0.001594322",""
"0.05475","0.010131","","0.001601912",""
"0.055","0.01009","2.997","0.001609472",""
"0.05525","0.0097625","","0.001616784",""
"0.0555","0.009435","","0.001623851",""
"0.05575","0.0091075","","0.001630673",""
"0.056","0.00878","2.996","0.001637249",""
"0.05625","0.0087595","","0.001643812",""
"0.0565","0.008739","","0.00165036",""
"0.05675","0.0087185","","0.001656892",""
"0.057","0.008698","2.997","0.001663409",""
"0.05725","0.008698","","0.001669924",""
"0.0575","0.008698","","0.001676439",""
"0.05775","0.008698","","0.001682953",""
"0.058","0.008698","2.996","0.001689468",""
"0.05825","0.009046","","0.001696244",""
"0.0585","0.009394","","0.00170328",""
"0.05875","0.009742","","0.001710576",""
"0.059","0.01009","2.996","0.001718134",""
"0.05925","0.0101105","","0.001725709",""
"0.0595","0.010131","","0.0017333",""
"0.05975","0.0101515","","0.001740906",""
"0.06","0.010172","2.997","0.001748527",""
"0.06025","0.0101925","","0.001756164",""
"0.0605","0.010213","","0.001763816",""
"0.06075","0.0102335","","0.001771483",""
"0.061","0.010254","2.997","0.001779166",""
"0.06125","0.0102745","","0.001786862",""
"0.0615","0.010295","","0.001794573",""
"0.06175","0.0103155","","0.001802299",""
"0.062","0.010336","2.996","0.001810041",""
"0.06225","0.010295","","0.001817754",""
"0.0625","0.010254","","0.001825437",""
"0.06275","0.010213","","0.001833089",""
"0.063","0.010172","2.997","0.001840711",""
"0.06325","0.010172","","0.001848332",""
"0.0635","0.010172","","0.001855953",""
"0.06375","0.010172","","0.001863575",""
"0.064","0.010172","2.997","0.001871196",""
"0.06425","0.010131","","0.001878787",""
"0.0645","0.01009","","0.001886347",""
"0.06475","0.010049","","0.001893876",""
"0.065","0.010008","2.997","0.001901374",""
"0.06525","0.00984425","","0.00190875",""
"0.0655","0.0096805","","0.001916003",""
"0.06575","0.00951675","","0.001923134",""
"0.066","0.009353","2.997","0.001930141",""
"0.06625","0.00920975","","0.001937042",""
"0.0665","0.0090665","","0.001943835",""
"0.06675","0.00892325","","0.001950521",""
"0.067","0.00878","2.997","0.001957099",""
"0.06725","0.00871875","","0.001963632",""
"0.0675","0.0086575","","0.001970118",""
"0.06775","0.00859625","","0.001976559",""
"0.068","0.008535","2.997","0.001982954",""
"0.06825","0.00886225","","0.001989594",""
"0.0685","0.0091895","","0.001996479",""
"0.06875","0.00951675","","0.00200361",""
"0.069","0.009844","2.997","0.002010985",""
