"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)"
"0","0.004115","3.002","3.088308e-06"
"0.00025","0.004115","","6.176615e-06"
"0.0005","0.004115","","9.264923e-06"
"0.00075","0.004115","","1.235323e-05"
"0.001","0.004115","3.002","1.544154e-05"
"0.00125","0.004115","","1.852985e-05"
"0.0015","0.004115","","2.161815e-05"
"0.00175","0.004115","","2.470646e-05"
"0.002","0.004115","3.002","2.779477e-05"
"0.00225","0.004115","","3.088308e-05"
"0.0025","0.004115","","3.397138e-05"
"0.00275","0.004115","","3.705969e-05"
"0.003","0.004115","3.002","4.0148e-05"
"0.00325","0.004115","","4.323631e-05"
"0.0035","0.004115","","4.632461e-05"
"0.00375","0.004115","","4.941292e-05"
"0.004","0.004115","3.002","5.250123e-05"
"0.00425","0.004115","","5.558954e-05"
"0.0045","0.004115","","5.867784e-05"
"0.00475","0.004115","","6.176615e-05"
"0.005","0.004115","3.002","6.485446e-05"
"0.00525","0.004115","","6.794277e-05"
"0.0055","0.004115","","7.103107e-05"
"0.00575","0.004115","","7.411938e-05"
"0.006","0.004115","3.002","7.720769e-05"
"0.00625","0.0040945","","8.028061e-05"
"0.0065","0.004074","","8.333815e-05"
"0.00675","0.0040535","","8.63803e-05"
"0.007","0.004033","3.002","8.940707e-05"
"0.00725","0.0040535","","9.244922e-05"
"0.0075","0.004074","","9.550675e-05"
"0.00775","0.0040945","","9.857968e-05"
"0.008","0.004115","3.002","0.000101668"
"0.00825","0.004115","","0.0001047553"
"0.0085","0.004115","","0.0001078425"
"0.00875","0.004115","","0.0001109298"
"0.009","0.004115","3.001","0.0001140171"
"0.00925","0.004115","","0.0001171054"
"0.0095","0.004115","","0.0001201937"
"0.00975","0.004115","","0.000123282"
"0.01","0.004115","3.002","0.0001263703"
"0.01025","0.0040945","","0.0001294433"
"0.0105","0.004074","","0.0001325008"
"0.01075","0.0040535","","0.0001355429"
"0.011","0.004033","3.002","0.0001385697"
"0.01125","0.0040535","","0.0001416119"
"0.0115","0.004074","","0.0001446694"
"0.01175","0.0040945","","0.0001477423"
"0.012","0.004115","3.002","0.0001508306"
"0.01225","0.00413525","","0.0001539341"
"0.0125","0.0041555","","0.0001570528"
"0.01275","0.00417575","","0.0001601867"
"0.013","0.004196","3.002","0.0001633358"
"0.01325","0.00417575","","0.0001664697"
"0.0135","0.0041555","","0.0001695884"
"0.01375","0.00413525","","0.0001726919"
"0.014","0.004115","3.002","0.0001757802"
"0.01425","0.004115","","0.0001788675"
"0.0145","0.004115","","0.0001819548"
"0.01475","0.004115","","0.0001850421"
"0.015","0.004115","3.001","0.0001881294"
"0.01525","0.00413525","","0.0001912329"
"0.0155","0.0041555","","0.0001943516"
"0.01575","0.00417575","","0.0001974855"
"0.016","0.004196","3.002","0.0002006346"
"0.01625","0.00415525","","0.000203752"
"0.0165","0.0041145","","0.0002068389"
"0.01675","0.00407375","","0.0002098953"
"0.017","0.004033","3.001","0.000212921"
"0.01725","0.0040535","","0.0002159632"
"0.0175","0.004074","","0.0002190207"
"0.01775","0.0040945","","0.0002220936"
"0.018","0.004115","3.002","0.000225182"
"0.01825","0.004115","","0.0002282703"
"0.0185","0.004115","","0.0002313586"
"0.01875","0.004115","","0.0002344469"
"0.019","0.004115","3.002","0.0002375352"
"0.01925","0.00413525","","0.0002406387"
"0.0195","0.0041555","","0.0002437574"
"0.01975","0.00417575","","0.0002468913"
"0.02","0.004196","3.002","0.0002500404"
"0.02025","0.00417575","","0.0002531743"
"0.0205","0.0041555","","0.000256293"
"0.02075","0.00413525","","0.0002593965"
"0.021","0.004115","3.002","0.0002624848"
"0.02125","0.004115","","0.0002655731"
"0.0215","0.004115","","0.0002686614"
"0.02175","0.004115","","0.0002717497"
"0.022","0.004115","3.002","0.000274838"
"0.02225","0.00415575","","0.0002779569"
"0.0225","0.0041965","","0.0002811064"
"0.02275","0.00423725","","0.0002842865"
"0.023","0.004278","3.002","0.0002874971"
"0.02325","0.00423725","","0.0002906761"
"0.0235","0.0041965","","0.0002938245"
"0.02375","0.00415575","","0.0002969424"
"0.024","0.004115","3.001","0.0003000296"
"0.02425","0.00413525","","0.0003031332"
"0.0245","0.0041555","","0.0003062519"
"0.02475","0.00417575","","0.0003093858"
"0.025","0.004196","3.002","0.0003125349"
"0.02525","0.004196","","0.000315684"
"0.0255","0.004196","","0.000318833"
"0.02575","0.004196","","0.0003219821"
"0.026","0.004196","3.002","0.0003251312"
"0.02625","0.00417575","","0.0003282651"
"0.0265","0.0041555","","0.0003313838"
"0.02675","0.00413525","","0.0003344874"
"0.027","0.004115","3.002","0.0003375757"
"0.02725","0.004115","","0.0003406629"
"0.0275","0.004115","","0.0003437502"
"0.02775","0.004115","","0.0003468375"
"0.028","0.004115","3.001","0.0003499248"
"0.02825","0.004115","","0.0003530131"
"0.0285","0.004115","","0.0003561014"
"0.02875","0.004115","","0.0003591897"
"0.029","0.004115","3.002","0.000362278"
"0.02925","0.004115","","0.0003653663"
"0.0295","0.004115","","0.0003684546"
"0.02975","0.004115","","0.0003715429"
"0.03","0.004115","3.002","0.0003746312"
"0.03025","0.00413525","","0.0003777347"
"0.0305","0.0041555","","0.0003808534"
"0.03075","0.00417575","","0.0003839873"
"0.031","0.004196","3.002","0.0003871364"
"0.03125","0.004196","","0.0003902855"
"0.0315","0.004196","","0.0003934346"
"0.03175","0.004196","","0.0003965837"
"0.032","0.004196","3.002","0.0003997328"
"0.03225","0.00417575","","0.0004028667"
"0.0325","0.0041555","","0.0004059854"
"0.03275","0.00413525","","0.0004090889"
"0.033","0.004115","3.002","0.0004121773"
"0.03325","0.004115","","0.0004152656"
"0.0335","0.004115","","0.0004183539"
"0.03375","0.004115","","0.0004214422"
"0.034","0.004115","3.002","0.0004245305"
"0.03425","0.004115","","0.0004276178"
"0.0345","0.004115","","0.000430705"
"0.03475","0.004115","","0.0004337923"
"0.035","0.004115","3.001","0.0004368796"
"0.03525","0.0040945","","0.0004399525"
"0.0355","0.004074","","0.0004430101"
"0.03575","0.0040535","","0.0004460522"
"0.036","0.004033","3.002","0.000449079"
"0.03625","0.0040535","","0.0004521211"
"0.0365","0.004074","","0.0004551787"
"0.03675","0.0040945","","0.0004582516"
"0.037","0.004115","3.002","0.0004613399"
"0.03725","0.00413525","","0.0004644434"
"0.0375","0.0041555","","0.0004675621"
"0.03775","0.00417575","","0.000470696"
"0.038","0.004196","3.002","0.0004738451"
"0.03825","0.004196","","0.0004769942"
"0.0385","0.004196","","0.0004801433"
"0.03875","0.004196","","0.0004832924"
"0.039","0.004196","3.002","0.0004864415"
"0.03925","0.004196","","0.0004895906"
"0.0395","0.004196","","0.0004927397"
"0.03975","0.004196","","0.0004958888"
"0.04","0.004196","3.002","0.0004990379"
"0.04025","0.00417575","","0.0005021718"
"0.0405","0.0041555","","0.0005052905"
"0.04075","0.00413525","","0.000508394"
"0.041","0.004115","3.002","0.0005114823"
"0.04125","0.00415575","","0.0005146012"
"0.0415","0.0041965","","0.0005177507"
"0.04175","0.00423725","","0.0005209307"
"0.042","0.004278","3.002","0.0005241414"
"0.04225","0.0042575","","0.0005273366"
"0.0425","0.004237","","0.0005305165"
"0.04275","0.0042165","","0.000533681"
"0.043","0.004196","3.002","0.0005368301"
"0.04325","0.004196","","0.0005399792"
"0.0435","0.004196","","0.0005431283"
"0.04375","0.004196","","0.0005462774"
"0.044","0.004196","3.002","0.0005494265"
"0.04425","0.00417575","","0.0005525604"
"0.0445","0.0041555","","0.0005556791"
"0.04475","0.00413525","","0.0005587826"
"0.045","0.004115","3.002","0.0005618709"
"0.04525","0.004115","","0.0005649581"
"0.0455","0.004115","","0.0005680454"
"0.04575","0.004115","","0.0005711327"
"0.046","0.004115","3.001","0.00057422"
"0.04625","0.004115","","0.0005773073"
"0.0465","0.004115","","0.0005803945"
"0.04675","0.004115","","0.0005834818"
"0.047","0.004115","3.001","0.0005865691"
"0.04725","0.00413525","","0.0005896726"
"0.0475","0.0041555","","0.0005927913"
"0.04775","0.00417575","","0.0005959252"
"0.048","0.004196","3.002","0.0005990743"
"0.04825","0.0042165","","0.0006022388"
"0.0485","0.004237","","0.0006054187"
"0.04875","0.0042575","","0.0006086139"
"0.049","0.004278","3.002","0.0006118245"
"0.04925","0.004278","","0.0006150352"
"0.0495","0.004278","","0.0006182458"
"0.04975","0.004278","","0.0006214565"
"0.05","0.004278","3.002","0.0006246671"
"0.05025","0.0042575","","0.0006278624"
"0.0505","0.004237","","0.0006310422"
"0.05075","0.0042165","","0.0006342067"
"0.051","0.004196","3.002","0.0006373558"
"0.05125","0.004196","","0.0006405049"
"0.0515","0.004196","","0.000643654"
"0.05175","0.004196","","0.0006468031"
"0.052","0.004196","3.002","0.0006499522"
"0.05225","0.004196","","0.0006531013"
"0.0525","0.004196","","0.0006562504"
"0.05275","0.004196","","0.0006593995"
"0.053","0.004196","3.002","0.0006625486"
"0.05325","0.00417575","","0.0006656825"
"0.0535","0.0041555","","0.0006688012"
"0.05375","0.00413525","","0.0006719047"
"0.054","0.004115","3.002","0.000674993"
"0.05425","0.00413525","","0.0006780965"
"0.0545","0.0041555","","0.0006812152"
"0.05475","0.00417575","","0.0006843491"
"0.055","0.004196","3.002","0.0006874982"
"0.05525","0.00417575","","0.0006906332"
"0.0555","0.0041555","","0.0006937529"
"0.05575","0.00413525","","0.0006968574"
"0.056","0.004115","3.003","0.0006999468"
"0.05625","0.004115","","0.0007030351"
"0.0565","0.004115","","0.0007061234"
"0.05675","0.004115","","0.0007092117"
"0.057","0.004115","3.002","0.0007123"
"0.05725","0.00413525","","0.0007154035"
"0.0575","0.0041555","","0.0007185222"
"0.05775","0.00417575","","0.0007216561"
"0.058","0.004196","3.002","0.0007248052"
"0.05825","0.004196","","0.0007279543"
"0.0585","0.004196","","0.0007311034"
"0.05875","0.004196","","0.0007342525"
"0.059","0.004196","3.002","0.0007374016"
"0.05925","0.00417575","","0.0007405355"
"0.0595","0.0041555","","0.0007436542"
"0.05975","0.00413525","","0.0007467577"
"0.06","0.004115","3.002","0.000749846"
"0.06025","0.00413525","","0.0007529495"
"0.0605","0.0041555","","0.0007560682"
"0.06075","0.00417575","","0.0007592021"
"0.061","0.004196","3.002","0.0007623512"
"0.06125","0.00417575","","0.0007654851"
"0.0615","0.0041555","","0.0007686038"
"0.06175","0.00413525","","0.0007717073"
"0.062","0.004115","3.002","0.0007747956"
"0.06225","0.00413525","","0.0007778991"
"0.0625","0.0041555","","0.0007810178"
"0.06275","0.00417575","","0.0007841517"
"0.063","0.004196","3.002","0.0007873008"
"0.06325","0.004196","","0.0007904499"
"0.0635","0.004196","","0.000793599"
"0.06375","0.004196","","0.0007967481"
"0.064","0.004196","3.002","0.0007998972"
"0.06425","0.004196","","0.0008030463"
"0.0645","0.004196","","0.0008061954"
"0.06475","0.004196","","0.0008093445"
"0.065","0.004196","3.002","0.0008124936"
"0.06525","0.00417575","","0.0008156275"
"0.0655","0.0041555","","0.0008187462"
"0.06575","0.00413525","","0.0008218497"
"0.066","0.004115","3.002","0.000824938"
"0.06625","0.004115","","0.0008280264"
"0.0665","0.004115","","0.0008311147"
"0.06675","0.004115","","0.000834203"
"0.067","0.004115","3.002","0.0008372913"
"0.06725","0.004115","","0.0008403796"
"0.0675","0.004115","","0.0008434679"
"0.06775","0.004115","","0.0008465562"
"0.068","0.004115","3.002","0.0008496445"
"0.06825","0.00413525","","0.000852748"
"0.0685","0.0041555","","0.0008558667"
"0.06875","0.00417575","","0.0008590006"
"0.069","0.004196","3.002","0.0008621497"
"0.06925","0.004196","","0.0008652988"
"0.0695","0.004196","","0.0008684479"
"0.06975","0.004196","","0.000871597"
"0.07","0.004196","3.002","0.0008747461"
"0.07025","0.004196","","0.0008778952"
"0.0705","0.004196","","0.0008810443"
"0.07075","0.004196","","0.0008841934"
"0.071","0.004196","3.002","0.0008873425"
"0.07125","0.00417575","","0.0008904764"
"0.0715","0.0041555","","0.0008935951"
"0.07175","0.00413525","","0.0008966986"
"0.072","0.004115","3.002","0.0008997869"
"0.07225","0.00413525","","0.0009028904"
"0.0725","0.0041555","","0.0009060091"
"0.07275","0.00417575","","0.000909143"
"0.073","0.004196","3.002","0.0009122921"
"0.07325","0.004196","","0.0009154412"
"0.0735","0.004196","","0.0009185903"
"0.07375","0.004196","","0.0009217394"
"0.074","0.004196","3.002","0.0009248885"
"0.07425","0.0042165","","0.000928053"
"0.0745","0.004237","","0.0009312329"
"0.07475","0.0042575","","0.0009344281"
"0.075","0.004278","3.002","0.0009376388"
"0.07525","0.004278","","0.0009408494"
"0.0755","0.004278","","0.00094406"
"0.07575","0.004278","","0.0009472707"
"0.076","0.004278","3.002","0.0009504813"
"0.07625","0.004278","","0.000953692"
"0.0765","0.004278","","0.0009569026"
"0.07675","0.004278","","0.0009601132"
"0.077","0.004278","3.002","0.0009633239"
"0.07725","0.004278","","0.0009665345"
"0.0775","0.004278","","0.0009697451"
"0.07775","0.004278","","0.0009729558"
"0.078","0.004278","3.002","0.0009761664"
"0.07825","0.004278","","0.0009793771"
"0.0785","0.004278","","0.0009825877"
"0.07875","0.004278","","0.0009857983"
"0.079","0.004278","3.002","0.000989009"
"0.07925","0.00423725","","0.000992189"
"0.0795","0.0041965","","0.0009953385"
"0.07975","0.00415575","","0.0009984574"
"0.08","0.004115","3.002","0.001001546"
"0.08025","0.004115","","0.001004633"
"0.0805","0.004115","","0.00100772"
"0.08075","0.004115","","0.001010808"
"0.081","0.004115","3.001","0.001013895"
"0.08125","0.004115","","0.001016982"
"0.0815","0.004115","","0.001020069"
"0.08175","0.004115","","0.001023157"
"0.082","0.004115","3.001","0.001026244"
"0.08225","0.00413525","","0.001029347"
"0.0825","0.0041555","","0.001032466"
"0.08275","0.00417575","","0.0010356"
"0.083","0.004196","3.002","0.001038749"
"0.08325","0.0042165","","0.001041914"
"0.0835","0.004237","","0.001045093"
"0.08375","0.0042575","","0.001048289"
"0.084","0.004278","3.002","0.001051499"
"0.08425","0.00423725","","0.001054679"
"0.0845","0.0041965","","0.001057829"
"0.08475","0.00415575","","0.001060948"
"0.085","0.004115","3.002","0.001064036"
"0.08525","0.00413525","","0.00106714"
"0.0855","0.0041555","","0.001070258"
"0.08575","0.00417575","","0.001073392"
"0.086","0.004196","3.002","0.001076541"
"0.08625","0.00417575","","0.001079675"
"0.0865","0.0041555","","0.001082794"
"0.08675","0.00413525","","0.001085897"
"0.087","0.004115","3.002","0.001088986"
"0.08725","0.00413525","","0.001092089"
"0.0875","0.0041555","","0.001095208"
"0.08775","0.00417575","","0.001098342"
"0.088","0.004196","3.002","0.001101491"
"0.08825","0.004196","","0.00110464"
"0.0885","0.004196","","0.001107789"
"0.08875","0.004196","","0.001110938"
"0.089","0.004196","3.002","0.001114087"
"0.08925","0.0042165","","0.001117252"
"0.0895","0.004237","","0.001120432"
"0.08975","0.0042575","","0.001123627"
"0.09","0.004278","3.002","0.001126838"
"0.09025","0.004278","","0.001130048"
"0.0905","0.004278","","0.001133259"
"0.09075","0.004278","","0.001136469"
"0.091","0.004278","3.002","0.00113968"
"0.09125","0.00423725","","0.00114286"
"0.0915","0.0041965","","0.00114601"
"0.09175","0.00415575","","0.001149129"
"0.092","0.004115","3.002","0.001152217"
"0.09225","0.004115","","0.001155305"
"0.0925","0.004115","","0.001158393"
"0.09275","0.004115","","0.001161482"
"0.093","0.004115","3.002","0.00116457"
"0.09325","0.004115","","0.001167658"
"0.0935","0.004115","","0.001170747"
"0.09375","0.004115","","0.001173835"
"0.094","0.004115","3.002","0.001176923"
"0.09425","0.00413525","","0.001180027"
"0.0945","0.0041555","","0.001183146"
"0.09475","0.00417575","","0.001186279"
"0.095","0.004196","3.002","0.001189429"
"0.09525","0.004196","","0.001192578"
"0.0955","0.004196","","0.001195727"
"0.09575","0.004196","","0.001198876"
"0.096","0.004196","3.002","0.001202025"
"0.09625","0.004196","","0.001205174"
"0.0965","0.004196","","0.001208323"
"0.09675","0.004196","","0.001211472"
"0.097","0.004196","3.002","0.001214621"
"0.09725","0.004196","","0.00121777"
"0.0975","0.004196","","0.00122092"
"0.09775","0.004196","","0.001224069"
"0.098","0.004196","3.002","0.001227218"
"0.09825","0.00417575","","0.001230352"
"0.0985","0.0041555","","0.00123347"
"0.09875","0.00413525","","0.001236574"
"0.099","0.004115","3.002","0.001239662"
"0.09925","0.00413525","","0.001242766"
"0.0995","0.0041555","","0.001245884"
"0.09975","0.00417575","","0.001249018"
"0.1","0.004196","3.002","0.001252167"
"0.10025","0.004196","","0.001255316"
"0.1005","0.004196","","0.001258466"
"0.10075","0.004196","","0.001261615"
"0.101","0.004196","3.002","0.001264764"
"0.10125","0.00417575","","0.001267898"
"0.1015","0.0041555","","0.001271016"
"0.10175","0.00413525","","0.00127412"
"0.102","0.004115","3.002","0.001277208"
"0.10225","0.004115","","0.001280296"
"0.1025","0.004115","","0.001283385"
"0.10275","0.004115","","0.001286473"
"0.103","0.004115","3.002","0.001289561"
"0.10325","0.00415575","","0.00129268"
"0.1035","0.0041965","","0.00129583"
"0.10375","0.00423725","","0.00129901"
"0.104","0.004278","3.002","0.00130222"
"0.10425","0.0042575","","0.001305416"
"0.1045","0.004237","","0.001308596"
"0.10475","0.0042165","","0.00131176"
"0.105","0.004196","3.002","0.001314909"
"0.10525","0.004196","","0.001318058"
"0.1055","0.004196","","0.001321207"
"0.10575","0.004196","","0.001324356"
"0.106","0.004196","3.002","0.001327506"
"0.10625","0.004196","","0.001330655"
"0.1065","0.004196","","0.001333804"
"0.10675","0.004196","","0.001336953"
"0.107","0.004196","3.002","0.001340102"
"0.10725","0.004196","","0.001343251"
"0.1075","0.004196","","0.0013464"
"0.10775","0.004196","","0.001349549"
"0.108","0.004196","3.002","0.001352698"
"0.10825","0.004196","","0.001355847"
"0.1085","0.004196","","0.001358996"
"0.10875","0.004196","","0.001362146"
"0.109","0.004196","3.002","0.001365295"
"0.10925","0.00417575","","0.001368429"
"0.1095","0.0041555","","0.001371547"
"0.10975","0.00413525","","0.001374651"
"0.11","0.004115","3.002","0.001377739"
"0.11025","0.00413525","","0.001380842"
"0.1105","0.0041555","","0.001383959"
"0.11075","0.00417575","","0.001387092"
"0.111","0.004196","3.001","0.00139024"
"0.11125","0.0042165","","0.001393405"
"0.1115","0.004237","","0.001396585"
"0.11175","0.0042575","","0.00139978"
"0.112","0.004278","3.002","0.00140299"
"0.11225","0.0042575","","0.001406186"
"0.1125","0.004237","","0.001409366"
"0.11275","0.0042165","","0.00141253"
"0.113","0.004196","3.002","0.001415679"
"0.11325","0.004196","","0.001418828"
"0.1135","0.004196","","0.001421977"
"0.11375","0.004196","","0.001425126"
"0.114","0.004196","3.002","0.001428275"
"0.11425","0.004196","","0.001431424"
"0.1145","0.004196","","0.001434572"
"0.11475","0.004196","","0.00143772"
"0.115","0.004196","3.001","0.001440868"
"0.11525","0.004196","","0.001444016"
"0.1155","0.004196","","0.001447164"
"0.11575","0.004196","","0.001450312"
"0.116","0.004196","3.001","0.00145346"
"0.11625","0.00417575","","0.001456594"
"0.1165","0.0041555","","0.001459712"
"0.11675","0.00413525","","0.001462816"
"0.117","0.004115","3.002","0.001465904"
"0.11725","0.00413525","","0.001469008"
"0.1175","0.0041555","","0.001472127"
"0.11775","0.00417575","","0.00147526"
"0.118","0.004196","3.002","0.00147841"
"0.11825","0.0042165","","0.001481574"
"0.1185","0.004237","","0.001484754"
"0.11875","0.0042575","","0.001487949"
"0.119","0.004278","3.002","0.00149116"
"0.11925","0.0042575","","0.001494355"
"0.1195","0.004237","","0.001497535"
"0.11975","0.0042165","","0.001500699"
"0.12","0.004196","3.002","0.001503848"
"0.12025","0.004196","","0.001506997"
"0.1205","0.004196","","0.001510145"
"0.12075","0.004196","","0.001513293"
"0.121","0.004196","3.001","0.001516441"
"0.12125","0.00417575","","0.001519575"
"0.1215","0.0041555","","0.001522693"
"0.12175","0.00413525","","0.001525797"
"0.122","0.004115","3.002","0.001528885"
"0.12225","0.004115","","0.001531973"
"0.1225","0.004115","","0.001535062"
"0.12275","0.004115","","0.00153815"
"0.123","0.004115","3.002","0.001541238"
"0.12325","0.00415575","","0.001544357"
"0.1235","0.0041965","","0.001547507"
"0.12375","0.00423725","","0.001550687"
"0.124","0.004278","3.002","0.001553897"
"0.12425","0.004278","","0.001557108"
"0.1245","0.004278","","0.001560319"
"0.12475","0.004278","","0.001563529"
"0.125","0.004278","3.002","0.00156674"
"0.12525","0.00423725","","0.00156992"
"0.1255","0.0041965","","0.001573069"
"0.12575","0.00415575","","0.001576188"
"0.126","0.004115","3.002","0.001579277"
"0.12625","0.00415575","","0.001582396"
"0.1265","0.0041965","","0.001585545"
"0.12675","0.00423725","","0.001588725"
"0.127","0.004278","3.002","0.001591936"
"0.12725","0.004278","","0.001595146"
"0.1275","0.004278","","0.001598357"
"0.12775","0.004278","","0.001601568"
"0.128","0.004278","3.002","0.001604778"
"0.12825","0.0042575","","0.001607974"
"0.1285","0.004237","","0.001611153"
"0.12875","0.0042165","","0.001614318"
"0.129","0.004196","3.002","0.001617467"
"0.12925","0.004196","","0.001620616"
"0.1295","0.004196","","0.001623765"
"0.12975","0.004196","","0.001626914"
"0.13","0.004196","3.002","0.001630063"
"0.13025","0.0042165","","0.001633228"
"0.1305","0.004237","","0.001636408"
"0.13075","0.0042575","","0.001639603"
"0.131","0.004278","3.002","0.001642814"
"0.13125","0.0042575","","0.001646009"
"0.1315","0.004237","","0.001649189"
"0.13175","0.0042165","","0.001652353"
"0.132","0.004196","3.002","0.001655502"
"0.13225","0.004196","","0.001658651"
"0.1325","0.004196","","0.0016618"
"0.13275","0.004196","","0.00166495"
"0.133","0.004196","3.002","0.001668099"
"0.13325","0.004196","","0.001671248"
"0.1335","0.004196","","0.001674397"
"0.13375","0.004196","","0.001677546"
"0.134","0.004196","3.002","0.001680695"
"0.13425","0.0042165","","0.00168386"
"0.1345","0.004237","","0.001687039"
"0.13475","0.0042575","","0.001690235"
"0.135","0.004278","3.002","0.001693445"
"0.13525","0.0042575","","0.001696641"
"0.1355","0.004237","","0.00169982"
"0.13575","0.0042165","","0.001702985"
"0.136","0.004196","3.002","0.001706134"
"0.13625","0.004196","","0.001709283"
"0.1365","0.004196","","0.001712432"
"0.13675","0.004196","","0.001715581"
"0.137","0.004196","3.002","0.00171873"
"0.13725","0.004196","","0.00172188"
"0.1375","0.004196","","0.001725029"
"0.13775","0.004196","","0.001728178"
"0.138","0.004196","3.002","0.001731327"
"0.13825","0.004196","","0.001734476"
"0.1385","0.004196","","0.001737625"
"0.13875","0.004196","","0.001740774"
"0.139","0.004196","3.002","0.001743923"
"0.13925","0.004196","","0.001747072"
"0.1395","0.004196","","0.001750221"
"0.13975","0.004196","","0.00175337"
"0.14","0.004196","3.002","0.00175652"
"0.14025","0.004196","","0.001759669"
"0.1405","0.004196","","0.001762818"
"0.14075","0.004196","","0.001765967"
"0.141","0.004196","3.002","0.001769116"
"0.14125","0.004196","","0.001772265"
"0.1415","0.004196","","0.001775414"
"0.14175","0.004196","","0.001778563"
"0.142","0.004196","3.002","0.001781712"
"0.14225","0.0042165","","0.001784877"
"0.1425","0.004237","","0.001788057"
"0.14275","0.0042575","","0.001791252"
"0.143","0.004278","3.002","0.001794463"
"0.14325","0.0042575","","0.001797658"
"0.1435","0.004237","","0.001800838"
"0.14375","0.0042165","","0.001804002"
"0.144","0.004196","3.002","0.001807151"
"0.14425","0.00417575","","0.001810285"
"0.1445","0.0041555","","0.001813404"
"0.14475","0.00413525","","0.001816507"
"0.145","0.004115","3.002","0.001819596"
"0.14525","0.004115","","0.001822684"
"0.1455","0.004115","","0.001825772"
"0.14575","0.004115","","0.001828861"
"0.146","0.004115","3.002","0.001831949"
"0.14625","0.00413525","","0.001835052"
"0.1465","0.0041555","","0.001838171"
"0.14675","0.00417575","","0.001841305"
"0.147","0.004196","3.002","0.001844454"
"0.14725","0.00417575","","0.001847588"
"0.1475","0.0041555","","0.001850707"
"0.14775","0.00413525","","0.00185381"
"0.148","0.004115","3.002","0.001856899"
"0.14825","0.00413525","","0.001860002"
"0.1485","0.0041555","","0.001863121"
"0.14875","0.00417575","","0.001866255"
"0.149","0.004196","3.002","0.001869404"
"0.14925","0.004196","","0.001872553"
"0.1495","0.004196","","0.001875702"
"0.14975","0.004196","","0.001878851"
"0.15","0.004196","3.002","0.001882"
"0.15025","0.004196","","0.001885149"
"0.1505","0.004196","","0.001888298"
"0.15075","0.004196","","0.001891447"
"0.151","0.004196","3.002","0.001894597"
"0.15125","0.0042165","","0.001897761"
"0.1515","0.004237","","0.001900941"
"0.15175","0.0042575","","0.001904136"
"0.152","0.004278","3.002","0.001907347"
"0.15225","0.004278","","0.001910557"
"0.1525","0.004278","","0.001913768"
"0.15275","0.004278","","0.001916979"
"0.153","0.004278","3.002","0.001920189"
"0.15325","0.0042575","","0.001923385"
"0.1535","0.004237","","0.001926565"
"0.15375","0.0042165","","0.001929729"
"0.154","0.004196","3.002","0.001932878"
"0.15425","0.004196","","0.001936027"
"0.1545","0.004196","","0.001939176"
"0.15475","0.004196","","0.001942325"
"0.155","0.004196","3.002","0.001945474"
"0.15525","0.0042165","","0.001948639"
"0.1555","0.004237","","0.001951819"
"0.15575","0.0042575","","0.001955014"
"0.156","0.004278","3.002","0.001958225"
"0.15625","0.00423725","","0.001961404"
"0.1565","0.0041965","","0.001964552"
"0.15675","0.00415575","","0.00196767"
"0.157","0.004115","3.001","0.001970757"
"0.15725","0.00415575","","0.001973876"
"0.1575","0.0041965","","0.001977026"
"0.15775","0.00423725","","0.001980206"
"0.158","0.004278","3.002","0.001983416"
"0.15825","0.0042575","","0.001986612"
"0.1585","0.004237","","0.001989791"
"0.15875","0.0042165","","0.001992956"
"0.159","0.004196","3.002","0.001996105"
"0.15925","0.004196","","0.001999254"
"0.1595","0.004196","","0.002002403"
"0.15975","0.004196","","0.002005552"
"0.16","0.004196","3.002","0.002008701"
"0.16025","0.0042165","","0.002011866"
"0.1605","0.004237","","0.002015046"
"0.16075","0.0042575","","0.002018241"
"0.161","0.004278","3.002","0.002021452"
"0.16125","0.0042575","","0.002024647"
"0.1615","0.004237","","0.002027827"
"0.16175","0.0042165","","0.002030991"
"0.162","0.004196","3.002","0.00203414"
"0.16225","0.004196","","0.002037289"
"0.1625","0.004196","","0.002040439"
"0.16275","0.004196","","0.002043588"
"0.163","0.004196","3.002","0.002046737"
"0.16325","0.0042165","","0.0020499"
"0.1635","0.004237","","0.002053079"
"0.16375","0.0042575","","0.002056273"
"0.164","0.004278","3.001","0.002059483"
"0.16425","0.0042575","","0.002062678"
"0.1645","0.004237","","0.002065858"
"0.16475","0.0042165","","0.002069022"
"0.165","0.004196","3.002","0.002072171"
"0.16525","0.004196","","0.002075321"
"0.1655","0.004196","","0.00207847"
"0.16575","0.004196","","0.002081619"
"0.166","0.004196","3.002","0.002084768"
"0.16625","0.004196","","0.002087917"
"0.1665","0.004196","","0.002091066"
"0.16675","0.004196","","0.002094215"
"0.167","0.004196","3.002","0.002097364"
"0.16725","0.004196","","0.002100513"
"0.1675","0.004196","","0.002103662"
"0.16775","0.004196","","0.002106812"
"0.168","0.004196","3.002","0.002109961"
"0.16825","0.004196","","0.00211311"
"0.1685","0.004196","","0.002116259"
"0.16875","0.004196","","0.002119408"
"0.169","0.004196","3.002","0.002122557"
"0.16925","0.004196","","0.002125705"
"0.1695","0.004196","","0.002128853"
"0.16975","0.004196","","0.002132001"
"0.17","0.004196","3.001","0.002135149"
"0.17025","0.004196","","0.002138298"
"0.1705","0.004196","","0.002141447"
"0.17075","0.004196","","0.002144597"
"0.171","0.004196","3.002","0.002147746"
"0.17125","0.004196","","0.002150894"
"0.1715","0.004196","","0.002154042"
