1	389.80	137.64	16476.71	1235.38	3511.50	246.25
16	1200.24	563.77	18175.43	1556.51	3444.26	1499.78
32	2114.49	1113.63	18520.19	2540.73	4479.25	1372.27
48	2493.45	1612.04	19636.03	1829.25	5472.69	2001.99
64	4018.58	2251.09	20374.68	2971.18	6825.06	2383.35
