"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","7e-05","3.002","5.2535e-08",""
"0.00025","7e-05","","1.0507e-07",""
"0.0005","7e-05","","1.57605e-07",""
"0.00075","7e-05","","2.1014e-07",""
"0.001","7e-05","3.002","2.62675e-07",""
"0.00125","9.05e-05","","3.305952e-07",""
"0.0015","0.000111","","4.139007e-07",""
"0.00175","0.0001315","","5.125915e-07",""
"0.002","0.000152","3.002","6.266675e-07",""
"0.00225","0.0001315","","7.253582e-07",""
"0.0025","0.000111","","8.086637e-07",""
"0.00275","9.05e-05","","8.76584e-07",""
"0.003","7e-05","3.002","9.29119e-07",""
"0.00325","9.05e-05","","9.970392e-07",""
"0.0035","0.000111","","1.080345e-06",""
"0.00375","0.0001315","","1.179035e-06",""
"0.004","0.000152","3.002","1.293111e-06",""
"0.00425","0.00017225","","1.422385e-06",""
"0.0045","0.0001925","","1.566856e-06",""
"0.00475","0.00021275","","1.726525e-06",""
"0.005","0.000233","3.002","1.901392e-06",""
"0.00525","0.00021275","","2.061007e-06",""
"0.0055","0.0001925","","2.205431e-06",""
"0.00575","0.00017225","","2.334661e-06",""
"0.006","0.000152","3.001","2.448699e-06",""
"0.00625","0.0001315","","2.54739e-06",""
"0.0065","0.000111","","2.630695e-06",""
"0.00675","9.05e-05","","2.698616e-06",""
"0.007","7e-05","3.002","2.751151e-06",""
"0.00725","7e-05","","2.803686e-06",""
"0.0075","7e-05","","2.856221e-06",""
"0.00775","7e-05","","2.908756e-06",""
"0.008","7e-05","3.002","2.961291e-06",""
"0.00825","7e-05","","3.013826e-06",""
"0.0085","7e-05","","3.066361e-06",""
"0.00875","7e-05","","3.118896e-06",""
"0.009","7e-05","3.002","3.171431e-06",""
"0.00925","7e-05","","3.223966e-06",""
"0.0095","7e-05","","3.276501e-06",""
"0.00975","7e-05","","3.329036e-06",""
"0.01","7e-05","3.002","3.381571e-06",""
"0.01025","9.05e-05","","3.449491e-06",""
"0.0105","0.000111","","3.532796e-06",""
"0.01075","0.0001315","","3.631487e-06",""
"0.011","0.000152","3.002","3.745563e-06",""
"0.01125","0.000152","","3.859639e-06",""
"0.0115","0.000152","","3.973715e-06",""
"0.01175","0.000152","","4.087791e-06",""
"0.012","0.000152","3.002","4.201867e-06",""
"0.01225","0.000152","","4.315943e-06",""
"0.0125","0.000152","","4.430019e-06",""
"0.01275","0.000152","","4.544095e-06",""
"0.013","0.000152","3.002","4.658171e-06",""
