"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010581","3.002","7.94104e-06",""
"0.00025","0.010581","","7.94104e-06",""
"0.0005","0.010581","","1.588208e-05",""
"0.00075","0.010581","","2.382312e-05",""
"0.001","0.010581","3.002","3.176416e-05",""
"0.00125","0.01023325","","3.944422e-05",""
"0.0015","0.0098855","","4.686328e-05",""
"0.00175","0.00953775","","5.402137e-05",""
"0.002","0.00919","3.002","6.091846e-05",""
"0.00225","0.00919","","6.781556e-05",""
"0.0025","0.00919","","7.471265e-05",""
"0.00275","0.00919","","8.160975e-05",""
"0.003","0.00919","3.002","8.850684e-05",""
"0.00325","0.00919","","9.540164e-05",""
"0.0035","0.00919","","0.0001022964",""
"0.00375","0.00919","","0.0001091912",""
"0.004","0.00919","3.001","0.000116086",""
"0.00425","0.00927175","","0.0001230445",""
"0.0045","0.0093535","","0.0001300643",""
"0.00475","0.00943525","","0.0001371454",""
"0.005","0.009517","3.002","0.0001442879",""
"0.00525","0.009783","","0.0001516301",""
"0.0055","0.010049","","0.0001591719",""
"0.00575","0.010315","","0.0001669133",""
"0.006","0.010581","3.002","0.0001748543",""
"0.00625","0.010581","","0.0001827927",""
"0.0065","0.010581","","0.0001907311",""
"0.00675","0.010581","","0.0001986695",""
"0.007","0.010581","3.001","0.0002066079",""
"0.00725","0.010622","","0.0002145797",""
"0.0075","0.010663","","0.0002225823",""
"0.00775","0.010704","","0.0002306156",""
"0.008","0.010745","3.002","0.0002386798",""
"0.00825","0.0107655","","0.0002467593",""
"0.0085","0.010786","","0.0002548542",""
"0.00875","0.0108065","","0.0002629644",""
"0.009","0.010827","3.002","0.0002710901",""
"0.00925","0.010786","","0.000279185",""
"0.0095","0.010745","","0.0002872491",""
"0.00975","0.010704","","0.0002952825",""
"0.01","0.010663","3.002","0.000303285",""
"0.01025","0.010663","","0.0003112876",""
"0.0105","0.010663","","0.0003192902",""
"0.01075","0.010663","","0.0003272928",""
"0.011","0.010663","3.002","0.0003352954",""
"0.01125","0.0103765","","0.0003430855",""
"0.0115","0.01009","","0.0003506606",""
"0.01175","0.0098035","","0.0003580206",""
"0.012","0.009517","3.003","0.0003651655",""
"0.01225","0.00943525","","0.0003722466",""
"0.0125","0.0093535","","0.0003792664",""
"0.01275","0.00927175","","0.0003862249",""
"0.013","0.00919","3.002","0.000393122",""
"0.01325","0.00921025","","0.0004000343",""
"0.0135","0.0092305","","0.0004069617",""
"0.01375","0.00925075","","0.0004139044",""
"0.014","0.009271","3.002","0.0004208623",""
"0.01425","0.009619","","0.0004280814",""
"0.0145","0.009967","","0.0004355616",""
"0.01475","0.010315","","0.000443303",""
"0.015","0.010663","3.002","0.0004513056",""
"0.01525","0.010663","","0.0004593082",""
"0.0155","0.010663","","0.0004673108",""
"0.01575","0.010663","","0.0004753133",""
"0.016","0.010663","3.002","0.0004833159",""
"0.01625","0.010663","","0.0004913158",""
"0.0165","0.010663","","0.0004993158",""
"0.01675","0.010663","","0.0005073157",""
"0.017","0.010663","3.001","0.0005153156",""
"0.01725","0.0106835","","0.0005233336",""
"0.0175","0.010704","","0.0005313669",""
"0.01775","0.0107245","","0.0005394156",""
"0.018","0.010745","3.002","0.0005474798",""
"0.01825","0.010745","","0.0005555439",""
"0.0185","0.010745","","0.000563608",""
"0.01875","0.010745","","0.0005716721",""
"0.019","0.010745","3.002","0.0005797363",""
"0.01925","0.0107245","","0.000587785",""
"0.0195","0.010704","","0.0005958183",""
"0.01975","0.0106835","","0.0006038363",""
"0.02","0.010663","3.002","0.0006118389",""
"0.02025","0.0106835","","0.0006198569",""
"0.0205","0.010704","","0.0006278902",""
"0.02075","0.0107245","","0.000635939",""
"0.021","0.010745","3.002","0.0006440031",""
"0.02125","0.01051975","","0.0006518981",""
"0.0215","0.0102945","","0.0006596242",""
"0.02175","0.01006925","","0.0006671811",""
"0.022","0.009844","3.002","0.0006745691",""
"0.02225","0.00966","","0.0006818189",""
"0.0225","0.009476","","0.0006889306",""
"0.02275","0.009292","","0.0006959043",""
"0.023","0.009108","3.002","0.0007027398",""
"0.02325","0.0090875","","0.00070956",""
"0.0235","0.009067","","0.0007163648",""
"0.02375","0.0090465","","0.0007231542",""
"0.024","0.009026","3.002","0.0007299282",""
"0.02425","0.0093535","","0.000736948",""
