"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.00878","3.002","6.58939e-06",""
"0.00025","0.00878","","6.58939e-06",""
"0.0005","0.00878","","1.317878e-05",""
"0.00075","0.00878","","1.976817e-05",""
"0.001","0.00878","3.002","2.635756e-05","\x0a"
"0.00125","0.00878","","3.294695e-05",""
"0.0015","0.00878","","3.953634e-05",""
"0.00175","0.00878","","4.612573e-05",""
"0.002","0.00878","3.002","5.271512e-05",""
"0.00225","0.009128","","5.956568e-05",""
"0.0025","0.009476","","6.667742e-05",""
"0.00275","0.009824","","7.405033e-05",""
"0.003","0.010172","3.002","8.168442e-05",""
"0.00325","0.01025375","","8.938242e-05",""
"0.0035","0.0103355","","9.71418e-05",""
"0.00375","0.01041725","","0.0001049625",""
"0.004","0.010499","3.003","0.0001128447",""
"0.00425","0.010499","","0.0001207242",""
"0.0045","0.010499","","0.0001286037",""
"0.00475","0.010499","","0.0001364832",""
"0.005","0.010499","3.002","0.0001443627",""
"0.00525","0.01045825","","0.0001522116",""
"0.0055","0.0104175","","0.0001600299",""
"0.00575","0.01037675","","0.0001678177",""
"0.006","0.010336","3.002","0.0001755748",""
"0.00625","0.010336","","0.0001833346",""
"0.0065","0.010336","","0.0001910943",""
"0.00675","0.010336","","0.0001988541",""
"0.007","0.010336","3.003","0.0002066138",""
"0.00725","0.01037675","","0.0002144042",""
"0.0075","0.0104175","","0.0002222251",""
"0.00775","0.01045825","","0.0002300767",""
"0.008","0.010499","3.003","0.0002379588",""
"0.00825","0.0102945","","0.0002456848",""
"0.0085","0.01009","","0.0002532574",""
"0.00875","0.0098855","","0.0002606764",""
"0.009","0.009681","3.002","0.000267942",""
"0.00925","0.00943525","","0.0002750232",""
"0.0095","0.0091895","","0.0002819199",""
"0.00975","0.00894375","","0.0002886322",""
"0.01","0.008698","3.002","0.00029516",""
"0.01025","0.0087185","","0.0003017033",""
"0.0105","0.008739","","0.0003082619",""
"0.01075","0.0087595","","0.0003148359",""
"0.011","0.00878","3.002","0.0003214253",""
"0.01125","0.0090665","","0.0003282297",""
"0.0115","0.009353","","0.0003352491",""
"0.01175","0.0096395","","0.0003424835",""
"0.012","0.009926","3.002","0.000349933",""
"0.01225","0.009926","","0.000357385",""
"0.0125","0.009926","","0.0003648369",""
"0.01275","0.009926","","0.0003722888",""
"0.013","0.009926","3.003","0.0003797408",""
"0.01325","0.01004875","","0.0003872824",""
"0.0135","0.0101715","","0.0003949161",""
"0.01375","0.01029425","","0.0004026419",""
"0.014","0.010417","3.002","0.0004104599",""
"0.01425","0.01039675","","0.00041826",""
"0.0145","0.0103765","","0.000426045",""
"0.01475","0.01035625","","0.0004338148",""
"0.015","0.010336","3.001","0.0004415694",""
"0.01525","0.0103155","","0.0004493112",""
"0.0155","0.010295","","0.0004570376",""
"0.01575","0.0102745","","0.0004647486",""
"0.016","0.010254","3.002","0.0004724442",""
"0.01625","0.010254","","0.0004801424",""
"0.0165","0.010254","","0.0004878406",""
"0.01675","0.010254","","0.0004955388",""
"0.017","0.010254","3.003","0.000503237",""
"0.01725","0.01029475","","0.0005109632",""
"0.0175","0.0103355","","0.00051872",""
"0.01775","0.01037625","","0.0005265073",""
"0.018","0.010417","3.002","0.0005343253",""
"0.01825","0.01029425","","0.0005420511",""
"0.0185","0.0101715","","0.0005496848",""
"0.01875","0.01004875","","0.0005572264",""
