"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.009926","3.002","7.449463e-06",""
"0.00025","0.009926","","7.449463e-06",""
"0.0005","0.009926","","1.489893e-05",""
"0.00075","0.009926","","2.234839e-05",""
"0.001","0.009926","3.002","2.979785e-05",""
"0.00125","0.0099875","","3.729347e-05",""
"0.0015","0.010049","","4.483525e-05",""
"0.00175","0.0101105","","5.242318e-05",""
"0.002","0.010172","3.002","6.005726e-05",""
"0.00225","0.010172","","6.769135e-05",""
"0.0025","0.010172","","7.532543e-05",""
"0.00275","0.010172","","8.295952e-05",""
"0.003","0.010172","3.002","9.059361e-05",""
"0.00325","0.010131","","9.819439e-05",""
"0.0035","0.01009","","0.0001057644",""
"0.00375","0.010049","","0.0001133037",""
"0.004","0.010008","3.001","0.0001208122",""
"0.00425","0.0100695","","0.0001283693",""
"0.0045","0.010131","","0.0001359727",""
"0.00475","0.0101925","","0.0001436221",""
"0.005","0.010254","3.002","0.0001513177",""
"0.00525","0.01029475","","0.000159044",""
"0.0055","0.0103355","","0.0001668008",""
"0.00575","0.01037625","","0.0001745881",""
"0.006","0.010417","3.002","0.0001824061",""
"0.00625","0.0101715","","0.0001900398",""
"0.0065","0.009926","","0.0001974893",""
"0.00675","0.0096805","","0.0002047545",""
"0.007","0.009435","3.002","0.0002118354",""
"0.00725","0.0091895","","0.0002187322",""
"0.0075","0.008944","","0.0002254446",""
"0.00775","0.0086985","","0.0002319729",""
"0.008","0.008453","3.002","0.0002383168",""
"0.00825","0.008494","","0.0002446916",""
"0.0085","0.008535","","0.0002510971",""
"0.00875","0.008576","","0.0002575334",""
"0.009","0.008617","3.002","0.0002640004",""
"0.00925","0.008883","","0.0002706671",""
"0.0095","0.009149","","0.0002775335",""
"0.00975","0.009415","","0.0002845994",""
"0.01","0.009681","3.002","0.000291865",""
"0.01025","0.00980375","","0.0002992227",""
"0.0105","0.0099265","","0.0003066726",""
"0.01075","0.01004925","","0.0003142145",""
"0.011","0.010172","3.002","0.0003218486",""
"0.01125","0.0101515","","0.0003294673",""
"0.0115","0.010131","","0.0003370706",""
"0.01175","0.0101105","","0.0003446586",""
"0.012","0.01009","3.002","0.0003522311",""
"0.01225","0.01009","","0.0003598036",""
"0.0125","0.01009","","0.0003673762",""
"0.01275","0.01009","","0.0003749487",""
"0.013","0.01009","3.002","0.0003825213",""
"0.01325","0.0101105","","0.0003901092",""
"0.0135","0.010131","","0.0003977125",""
"0.01375","0.0101515","","0.0004053312",""
"0.014","0.010172","3.002","0.0004129653",""
"0.01425","0.010213","","0.0004206302",""
"0.0145","0.010254","","0.0004283258",""
"0.01475","0.010295","","0.0004360522",""
"0.015","0.010336","3.002","0.0004438094",""
"0.01525","0.010295","","0.0004515358",""
"0.0155","0.010254","","0.0004592314",""
"0.01575","0.010213","","0.0004668962",""
"0.016","0.010172","3.002","0.0004745303",""
"0.01625","0.01009","","0.0004821004",""
"0.0165","0.010008","","0.0004896089",""
"0.01675","0.009926","","0.0004970558",""
"0.017","0.009844","3.001","0.0005044413",""
"0.01725","0.00949625","","0.0005115682",""
"0.0175","0.0091485","","0.0005184342",""
"0.01775","0.00880075","","0.0005250391",""
"0.018","0.008453","3.002","0.0005313831",""
"0.01825","0.008494","","0.0005377579",""
"0.0185","0.008535","","0.0005441634",""
"0.01875","0.008576","","0.0005505997",""
"0.019","0.008617","3.002","0.0005570667",""
"0.01925","0.008801","","0.0005636719",""
"0.0195","0.008985","","0.0005704151",""
"0.01975","0.009169","","0.0005772965",""
"0.02","0.009353","3.002","0.0005843159",""
"0.02025","0.00953725","","0.0005914736",""
"0.0205","0.0097215","","0.0005987696",""
"0.02075","0.00990575","","0.0006062038",""
"0.021","0.01009","3.002","0.0006137764",""
"0.02125","0.0101105","","0.0006213643",""
