"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010827","3.002","8.125663e-06",""
"0.00025","0.010827","","8.125663e-06",""
"0.0005","0.010827","","1.625133e-05",""
"0.00075","0.010827","","2.437699e-05",""
"0.001","0.010827","3.002","3.250265e-05",""
"0.00125","0.010786","","4.059755e-05",""
"0.0015","0.010745","","4.866167e-05",""
"0.00175","0.010704","","5.669502e-05",""
"0.002","0.010663","3.002","6.46976e-05",""
"0.00225","0.010704","","7.273095e-05",""
"0.0025","0.010745","","8.079508e-05",""
"0.00275","0.010786","","8.888997e-05",""
"0.003","0.010827","3.002","9.701563e-05",""
"0.00325","0.0108065","","0.0001051259",""
"0.0035","0.010786","","0.0001132208",""
"0.00375","0.0107655","","0.0001213003",""
"0.004","0.010745","3.002","0.0001293644",""
"0.00425","0.010745","","0.0001374312",""
"0.0045","0.010745","","0.0001454981",""
"0.00475","0.010745","","0.0001535649",""
"0.005","0.010745","3.003","0.0001616317",""
"0.00525","0.0106835","","0.0001696496",""
"0.0055","0.010622","","0.0001776214",""
"0.00575","0.0105605","","0.0001855471",""
"0.006","0.010499","3.002","0.0001934266",""
"0.00625","0.01013075","","0.0002010297",""
"0.0065","0.0097625","","0.0002083565",""
"0.00675","0.00939425","","0.0002154069",""
"0.007","0.009026","3.002","0.0002221809",""
"0.00725","0.009026","","0.0002289549",""
"0.0075","0.009026","","0.0002357289",""
"0.00775","0.009026","","0.0002425029",""
"0.008","0.009026","3.002","0.0002492769",""
"0.00825","0.00918975","","0.0002561738",""
"0.0085","0.0093535","","0.0002631936",""
"0.00875","0.00951725","","0.0002703363",""
"0.009","0.009681","3.002","0.0002776019",""
"0.00925","0.009947","","0.0002850672",""
"0.0095","0.010213","","0.000292732",""
"0.00975","0.010479","","0.0003005965",""
"0.01","0.010745","3.002","0.0003086606",""
"0.01025","0.0107245","","0.0003167094",""
"0.0105","0.010704","","0.0003247427",""
"0.01075","0.0106835","","0.0003327607",""
"0.011","0.010663","3.002","0.0003407633",""
"0.01125","0.010663","","0.0003487658",""
"0.0115","0.010663","","0.0003567684",""
"0.01175","0.010663","","0.000364771",""
"0.012","0.010663","3.002","0.0003727736",""
"0.01225","0.010663","","0.0003807762",""
"0.0125","0.010663","","0.0003887788",""
"0.01275","0.010663","","0.0003967813",""
"0.013","0.010663","3.002","0.0004047839",""
"0.01325","0.010704","","0.0004128173",""
"0.0135","0.010745","","0.0004208814",""
"0.01375","0.010786","","0.0004289763",""
"0.014","0.010827","3.002","0.0004371019",""
"0.01425","0.010786","","0.0004451968",""
"0.0145","0.010745","","0.000453261",""
"0.01475","0.010704","","0.0004612943",""
"0.015","0.010663","3.002","0.0004692969",""
"0.01525","0.010663","","0.0004772995",""
"0.0155","0.010663","","0.0004853021",""
"0.01575","0.010663","","0.0004933046",""
"0.016","0.010663","3.002","0.0005013072",""
"0.01625","0.0103355","","0.000509064",""
"0.0165","0.010008","","0.000516575",""
"0.01675","0.0096805","","0.0005238402",""
"0.017","0.009353","3.002","0.0005308597",""
"0.01725","0.00929175","","0.0005378331",""
"0.0175","0.0092305","","0.0005447606",""
"0.01775","0.00916925","","0.0005516421",""
"0.018","0.009108","3.002","0.0005584777",""
"0.01825","0.00916925","","0.0005653592",""
"0.0185","0.0092305","","0.0005722867",""
"0.01875","0.00929175","","0.0005792602",""
"0.019","0.009353","3.002","0.0005862796",""
"0.01925","0.0096805","","0.0005935472",""
"0.0195","0.010008","","0.0006010607",""
"0.01975","0.0103355","","0.0006088201",""
"0.02","0.010663","3.003","0.0006168253",""
"0.02025","0.0106425","","0.0006248125",""
"0.0205","0.010622","","0.0006327844",""
"0.02075","0.0106015","","0.0006407408",""
"0.021","0.010581","3.002","0.0006486818",""
"0.02125","0.010622","","0.0006566536",""
"0.0215","0.010663","","0.0006646562",""
"0.02175","0.010704","","0.0006726896",""
"0.022","0.010745","3.002","0.0006807537",""
"0.02225","0.010745","","0.0006888178",""
"0.0225","0.010745","","0.0006968819",""
"0.02275","0.010745","","0.0007049461",""
"0.023","0.010745","3.002","0.0007130102",""
"0.02325","0.010704","","0.0007210435",""
"0.0235","0.010663","","0.0007290461",""
"0.02375","0.010622","","0.0007370179",""
"0.024","0.010581","3.002","0.000744959",""
"0.02425","0.010581","","0.0007528974",""
"0.0245","0.010581","","0.0007608358",""
"0.02475","0.010581","","0.0007687741",""
"0.025","0.010581","3.001","0.0007767125",""
"0.02525","0.0105605","","0.0007846382",""
"0.0255","0.01054","","0.0007925485",""
"0.02575","0.0105195","","0.0008004434",""
"0.026","0.010499","3.002","0.0008083229",""
"0.02625","0.0102945","","0.0008160489",""
"0.0265","0.01009","","0.0008236214",""
"0.02675","0.0098855","","0.0008310405",""
"0.027","0.009681","3.002","0.0008383061",""
"0.02725","0.00955825","","0.0008454795",""
"0.0275","0.0094355","","0.0008525609",""
"0.02775","0.00931275","","0.0008595501",""
"0.028","0.00919","3.002","0.0008664472",""
"0.02825","0.00919","","0.0008733443",""
"0.0285","0.00919","","0.0008802414",""
"0.02875","0.00919","","0.0008871385",""
"0.029","0.00919","3.002","0.0008940356",""
