"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)","Arc UART (TXT)"
"0","0.010745","3.002","8.064122e-06",""
"0.00025","0.010745","","8.064122e-06",""
"0.0005","0.010745","","1.612824e-05",""
"0.00075","0.010745","","2.419237e-05",""
"0.001","0.010745","3.002","3.225649e-05",""
"0.00125","0.0107655","","4.0336e-05",""
"0.0015","0.010786","","4.843089e-05",""
"0.00175","0.0108065","","5.654117e-05",""
"0.002","0.010827","3.002","6.466683e-05",""
"0.00225","0.0108065","","7.277711e-05",""
"0.0025","0.010786","","8.0872e-05",""
"0.00275","0.0107655","","8.895151e-05",""
"0.003","0.010745","3.002","9.701563e-05",""
"0.00325","0.0107245","","0.0001050644",""
"0.0035","0.010704","","0.0001130977",""
"0.00375","0.0106835","","0.0001211157",""
"0.004","0.010663","3.002","0.0001291183",""
"0.00425","0.01051975","","0.0001370107",""
"0.0045","0.0103765","","0.0001447957",""
"0.00475","0.01023325","","0.0001524732",""
"0.005","0.01009","3.001","0.0001600432",""
"0.00525","0.0098445","","0.0001674315",""
"0.0055","0.009599","","0.0001746355",""
"0.00575","0.0093535","","0.0001816553",""
"0.006","0.009108","3.002","0.0001884909",""
"0.00625","0.009108","","0.0001953265",""
"0.0065","0.009108","","0.000202162",""
"0.00675","0.009108","","0.0002089976",""
"0.007","0.009108","3.002","0.0002158331",""
"0.00725","0.0091285","","0.0002226841",""
"0.0075","0.009149","","0.0002295504",""
"0.00775","0.0091695","","0.0002364321",""
"0.008","0.00919","3.002","0.0002433292",""
"0.00825","0.0093945","","0.0002503798",""
"0.0085","0.009599","","0.0002575838",""
"0.00875","0.0098035","","0.0002649413",""
"0.009","0.010008","3.002","0.0002724523",""
"0.00925","0.01017175","","0.0002800862",""
"0.0095","0.0103355","","0.000287843",""
"0.00975","0.01049925","","0.0002957227",""
"0.01","0.010663","3.002","0.0003037253",""
"0.01025","0.0106835","","0.0003117433",""
"0.0105","0.010704","","0.0003197766",""
"0.01075","0.0107245","","0.0003278254",""
"0.011","0.010745","3.002","0.0003358895",""
"0.01125","0.0107655","","0.0003439663",""
"0.0115","0.010786","","0.0003520585",""
"0.01175","0.0108065","","0.0003601661",""
"0.012","0.010827","3.001","0.000368289",""
"0.01225","0.010786","","0.0003763839",""
"0.0125","0.010745","","0.000384448",""
"0.01275","0.010704","","0.0003924814",""
"0.013","0.010663","3.002","0.000400484",""
"0.01325","0.0106425","","0.0004084712",""
"0.0135","0.010622","","0.000416443",""
"0.01375","0.0106015","","0.0004243994",""
"0.014","0.010581","3.002","0.0004323404",""
"0.01425","0.0105605","","0.0004402635",""
"0.0145","0.01054","","0.0004481711",""
"0.01475","0.0105195","","0.0004560634",""
"0.015","0.010499","3.001","0.0004639402",""
"0.01525","0.01017175","","0.0004715741",""
"0.0155","0.0098445","","0.0004789624",""
"0.01575","0.00951725","","0.0004861051",""
"0.016","0.00919","3.002","0.0004930022",""
"0.01625","0.0091695","","0.0004998839",""
"0.0165","0.009149","","0.0005067502",""
"0.01675","0.0091285","","0.0005136012",""
"0.017","0.009108","3.002","0.0005204367",""
"0.01725","0.00925125","","0.0005273798",""
"0.0175","0.0093945","","0.0005344304",""
"0.01775","0.00953775","","0.0005415885",""
"0.018","0.009681","3.002","0.000548854",""
"0.01825","0.0099265","","0.0005563039",""
"0.0185","0.010172","","0.000563938",""
"0.01875","0.0104175","","0.0005717563",""
"0.019","0.010663","3.002","0.0005797589",""
"0.01925","0.010663","","0.0005877615",""
