Capture number,Delta E(J),Time (s),Ecart à la moyenne (J)
1,293.87459,1.108,
2,293.841,1.108,
3,293.75430000000006,1.109,
4,293.6634999999999,1.1079999999999997,
5,293.6479999999999,1.1080000000000005,
6,293.5430000000001,1.1080000000000005,
7,293.6420000000003,1.1080000000000005,
8,293.7090000000003,1.1080000000000005,
9,293.7350000000001,1.1080000000000005,
10,293.75800000000027,1.1080000000000005,
Average and ecart type,293.71683900000005,1.1081000000000003,0.09337820350058837
